season,round,race_id,constructor_id,constructor_name,constructor_race_id,season_total_rounds,season_progress,season_phase,regulation_era,constructor_entry_count,constructor_avg_finish,constructor_finish_std,constructor_avg_grid,constructor_grid_std,constructor_avg_qualifying,constructor_qualifying_std,constructor_total_points,constructor_avg_points,constructor_avg_positions_gained,constructor_finished_rate,constructor_mechanical_dnf_rate,constructor_crash_dnf_rate,constructor_other_dnf_rate,single_car_entry,constructor_avg_finish_expanding_prior,constructor_avg_finish_last5_prior,constructor_avg_finish_last3_prior,constructor_finish_std_expanding_prior,constructor_finish_std_last5_prior,constructor_finish_std_last3_prior,constructor_avg_grid_expanding_prior,constructor_avg_grid_last5_prior,constructor_avg_grid_last3_prior,constructor_grid_std_expanding_prior,constructor_grid_std_last5_prior,constructor_grid_std_last3_prior,constructor_avg_qualifying_expanding_prior,constructor_avg_qualifying_last5_prior,constructor_avg_qualifying_last3_prior,constructor_qualifying_std_expanding_prior,constructor_qualifying_std_last5_prior,constructor_qualifying_std_last3_prior,constructor_total_points_expanding_prior,constructor_total_points_last5_prior,constructor_total_points_last3_prior,constructor_avg_points_expanding_prior,constructor_avg_points_last5_prior,constructor_avg_points_last3_prior,constructor_avg_positions_gained_expanding_prior,constructor_avg_positions_gained_last5_prior,constructor_avg_positions_gained_last3_prior,constructor_finished_rate_expanding_prior,constructor_finished_rate_last5_prior,constructor_finished_rate_last3_prior,constructor_mechanical_dnf_rate_expanding_prior,constructor_mechanical_dnf_rate_last5_prior,constructor_mechanical_dnf_rate_last3_prior,constructor_crash_dnf_rate_expanding_prior,constructor_crash_dnf_rate_last5_prior,constructor_crash_dnf_rate_last3_prior,constructor_other_dnf_rate_expanding_prior,constructor_other_dnf_rate_last5_prior,constructor_other_dnf_rate_last3_prior,constructor_has_prior_history,constructor_finish_trend_last3_vs_expanding,constructor_grid_trend_last3_vs_expanding,constructor_qualifying_trend_last3_vs_expanding,constructor_points_trend_last3_vs_expanding,constructor_finish_momentum_last3_vs_last5,constructor_points_momentum_last3_vs_last5,car_performance_score_raw,car_performance_score,car_performance_tier,car_score_finish_component,car_score_grid_component,car_score_qualifying_component,car_score_points_component,car_score_reliability_component,car_score_mechanical_component
2019,11,2019_R11,alfa,Alfa Romeo,2019_R11_alfa,21,0.5238095238095238,middle,2014_2021_hybrid,2,12.5,0.7071067811865476,8.0,4.242640687119285,8.0,4.242640687119285,0.0,0.0,-4.5,1.0,0.0,0.0,0.0,0,12.45,13.2,11.333333333333334,3.181980515339464,3.3941125496954285,4.714045207910317,12.3,11.8,9.666666666666666,3.676955262170047,1.6970562748477143,0.9428090415820635,12.6,11.9,10.0,2.545584412271571,1.2727922061357857,0.9428090415820635,2.6,2.6,4.333333333333333,1.3,1.3,2.1666666666666665,-0.15,-1.4,-1.6666666666666667,0.95,0.9,0.8333333333333334,0.0,0.0,0.0,0.05,0.1,0.16666666666666666,0.0,0.0,0.0,1,1.1166666666666654,2.6333333333333346,2.5999999999999996,1.733333333333333,1.8666666666666654,1.733333333333333,-0.04704477598077724,65.00342691330425,Midfield,-0.5020924119087622,-0.18247271427120998,-0.17181062454867418,-0.6529856125514371,0.5331185462614584,0.6939741611339615
2019,12,2019_R12,alfa,Alfa Romeo,2019_R12_alfa,21,0.5714285714285714,middle,2014_2021_hybrid,2,12.5,7.7781745930520225,13.5,4.949747468305833,12.0,2.8284271247461903,6.0,3.0,1.0,1.0,0.0,0.0,0.0,0,12.454545454545455,12.1,11.666666666666666,2.956991994052835,3.2526911934581184,2.82842712474619,11.909090909090908,10.2,8.666666666666666,3.7283812098927047,1.9798989873223332,1.8856180831641265,12.181818181818182,10.6,9.0,2.699862255439545,1.9798989873223332,1.8856180831641265,2.3636363636363638,2.6,2.3333333333333335,1.1818181818181819,1.3,1.1666666666666667,-0.5454545454545454,-1.9,-3.0,0.9545454545454546,0.9,0.8333333333333334,0.0,0.0,0.0,0.045454545454545456,0.1,0.16666666666666666,0.0,0.0,0.0,1,0.787878787878789,3.242424242424242,3.1818181818181817,-0.030303030303030276,0.43333333333333357,-0.2666666666666666,0.09161406684484558,67.59139018889644,Midfield,-0.24499753871597066,0.1405670322442559,0.08000781269680542,-0.6529856125514371,0.5331185462614584,0.6939741611339615
2019,13,2019_R13,alfa,Alfa Romeo,2019_R13_alfa,21,0.6190476190476191,middle,2014_2021_hybrid,2,17.0,1.4142135623730951,12.0,8.48528137423857,11.5,4.949747468305833,0.0,0.0,-5.0,0.5,0.0,0.5,0.0,0,12.458333333333334,11.8,12.666666666666666,3.3587572106361008,4.525483399593904,5.185449728701348,12.041666666666666,10.1,11.0,3.8301617314271326,2.4041630560342617,3.299831645537221,12.166666666666666,10.0,10.5,2.710575994548432,1.9798989873223332,2.5927248643506737,2.6666666666666665,3.8,3.3333333333333335,1.3333333333333333,1.9,1.6666666666666667,-0.4166666666666667,-1.7,-1.6666666666666667,0.9583333333333334,0.9,0.8333333333333334,0.0,0.0,0.0,0.041666666666666664,0.1,0.16666666666666666,0.0,0.0,0.0,1,-0.20833333333333215,1.041666666666666,1.666666666666666,0.666666666666667,-0.8666666666666654,-0.46666666666666634,0.14449490237103052,68.57837131130856,Midfield,-0.17488075511793685,0.16075701640147244,0.19623170681010357,-0.5422312612628759,0.5331185462614584,0.6939741611339615
2019,14,2019_R14,alfa,Alfa Romeo,2019_R14_alfa,21,0.6666666666666666,middle,2014_2021_hybrid,2,12.0,4.242640687119285,5.0,7.0710678118654755,10.5,0.7071067811865476,2.0,1.0,-7.0,1.0,0.0,0.0,0.0,0,12.807692307692308,12.9,14.0,3.2091769300004853,3.5355339059327378,3.2998316455372216,12.038461538461538,10.3,11.166666666666666,4.188247857797243,3.818376618407356,5.892556509887896,12.115384615384615,10.1,10.5,2.8828199540682324,2.6870057685088806,4.00693842672377,2.4615384615384617,2.6,2.0,1.2307692307692308,1.3,1.0,-0.7692307692307693,-2.6,-2.8333333333333335,0.9230769230769231,0.8,0.8333333333333334,0.0,0.0,0.0,0.07692307692307693,0.2,0.16666666666666666,0.0,0.0,0.0,1,-1.1923076923076916,0.8717948717948723,1.615384615384615,-0.4615384615384617,-1.0999999999999996,-0.6000000000000001,-0.042264220526868956,65.09265239434482,Midfield,-0.4319756283107284,0.12037704808703902,0.1768610577912206,-0.6529856125514371,-0.15983634931126944,0.6939741611339615
2019,15,2019_R15,alfa,Alfa Romeo,2019_R15_alfa,21,0.7142857142857143,late,2014_2021_hybrid,2,14.0,5.656854249492381,11.0,1.4142135623730951,12.0,1.4142135623730951,1.0,0.5,-3.0,0.5,0.0,0.5,0.0,0,12.75,13.4,13.833333333333334,3.282995769794685,4.242640687119286,4.4783429475148,11.535714285714286,10.0,10.166666666666666,4.394163568802116,5.091168824543142,6.83536555146996,12.0,10.7,11.333333333333334,2.727411870290969,2.6870057685088806,2.8284271247461903,2.4285714285714284,2.4,2.6666666666666665,1.2142857142857142,1.2,1.3333333333333333,-1.2142857142857142,-3.4,-3.6666666666666665,0.9285714285714286,0.8,0.8333333333333334,0.0,0.0,0.0,0.07142857142857142,0.2,0.16666666666666666,0.0,0.0,0.0,1,-1.083333333333334,1.3690476190476204,0.6666666666666661,0.23809523809523814,-0.43333333333333357,0.2666666666666666,-0.07409327155794648,64.49858703589545,Midfield,-0.5488369343074518,0.18094700055868895,0.06063716367792245,-0.6714446710995305,-0.15983634931126944,0.6939741611339615
2019,16,2019_R16,alfa,Alfa Romeo,2019_R16_alfa,21,0.7619047619047619,late,2014_2021_hybrid,2,14.0,1.4142135623730951,13.5,2.1213203435596424,14.5,2.1213203435596424,0.0,0.0,-0.5,1.0,0.0,0.0,0.0,0,12.833333333333334,13.6,14.333333333333334,3.4412530017745313,3.9597979746446663,3.771236166328253,11.5,9.9,9.333333333333334,4.195500235040182,5.232590180780451,5.65685424949238,12.0,10.8,11.333333333333334,2.6398653164297774,2.8284271247461903,2.357022603955159,2.3333333333333335,1.8,1.0,1.1666666666666667,0.9,0.5,-1.3333333333333333,-3.7,-5.0,0.9,0.8,0.6666666666666666,0.0,0.0,0.0,0.1,0.2,0.3333333333333333,0.0,0.0,0.0,1,-1.5,2.166666666666666,0.6666666666666661,-1.3333333333333335,-0.7333333333333343,-0.8,-0.09097699870871924,64.18346493527135,Midfield,-0.595581456706141,0.2011369847159055,0.04126651465903914,-0.7268218467438111,-0.15983634931126944,0.6939741611339615
2019,17,2019_R17,alfa,Alfa Romeo,2019_R17_alfa,21,0.8095238095238095,late,2014_2021_hybrid,2,13.0,1.4142135623730951,12.0,1.4142135623730951,12.0,1.4142135623730951,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0,12.90625,13.9,13.333333333333334,3.3145630368119416,4.101219330881976,3.771236166328253,11.625,11.0,9.833333333333334,4.065863991822648,4.808326112068523,3.535533905932738,12.15625,12.1,12.333333333333334,2.607456255625394,2.4041630560342617,1.4142135623730951,2.1875,1.8,1.0,1.09375,0.9,0.5,-1.28125,-2.9,-3.5,0.90625,0.8,0.8333333333333334,0.0,0.0,0.0,0.09375,0.2,0.16666666666666666,0.0,0.0,0.0,1,-0.4270833333333339,1.791666666666666,-0.17708333333333393,-1.1875,0.5666666666666664,-0.8,-0.18164783980420193,62.491161710029054,Midfield,-0.6656982403041753,-0.020952841013477032,-0.21055192258644012,-0.7268218467438111,-0.15983634931126944,0.6939741611339615
2019,18,2019_R18,alfa,Alfa Romeo,2019_R18_alfa,21,0.8571428571428571,late,2014_2021_hybrid,2,16.5,3.5355339059327378,14.5,0.7071067811865476,14.5,0.7071067811865476,0.0,0.0,-2.0,0.5,0.5,0.0,0.0,0,12.911764705882353,14.0,13.666666666666666,3.2027777736096565,2.8284271247461903,2.82842712474619,11.647058823529411,10.7,12.166666666666666,3.9098845547962036,4.1012193308819755,1.6499158227686115,12.147058823529411,12.1,12.833333333333334,2.537265508963494,2.121320343559643,1.6499158227686108,2.0588235294117645,0.6,0.3333333333333333,1.0294117647058822,0.3,0.16666666666666666,-1.2647058823529411,-3.3,-1.5,0.9117647058823529,0.8,0.8333333333333334,0.0,0.0,0.0,0.08823529411764706,0.2,0.16666666666666666,0.0,0.0,0.0,1,-0.7549019607843128,-0.5196078431372548,-0.6862745098039227,-1.7254901960784312,0.3333333333333339,-0.26666666666666666,-0.1939072831402445,62.26234839753963,Midfield,-0.6890705015035199,0.03961711145817291,-0.21055192258644012,-0.8375761980323722,-0.15983634931126944,0.6939741611339615
2019,19,2019_R19,alfa,Alfa Romeo,2019_R19_alfa,21,0.9047619047619048,late,2014_2021_hybrid,2,12.5,2.1213203435596424,16.5,0.7071067811865476,16.5,0.7071067811865476,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0,13.11111111111111,13.9,14.5,3.221264225405383,3.2526911934581184,2.1213203435596424,11.805555555555555,11.2,13.333333333333334,3.7319524562623343,2.545584412271571,1.4142135623730958,12.277777777777779,12.7,13.666666666666666,2.4355900240869968,1.2727922061357855,1.414213562373095,1.9444444444444444,0.6,0.0,0.9722222222222222,0.3,0.0,-1.3055555555555556,-2.7,-1.1666666666666667,0.8888888888888888,0.8,0.8333333333333334,0.027777777777777776,0.1,0.16666666666666666,0.08333333333333333,0.1,0.0,0.0,0.0,0.0,1,-1.3888888888888893,-1.5277777777777786,-1.3888888888888875,-1.9444444444444444,-0.5999999999999996,-0.6,-0.37717088108265046,58.84187083142945,Lower,-0.6656982403041753,-0.06133280932791008,-0.32677581669973826,-0.8375761980323722,-0.15983634931126944,-0.21180587282043756
2019,20,2019_R20,alfa,Alfa Romeo,2019_R20_alfa,21,0.9523809523809523,late,2014_2021_hybrid,2,4.5,0.7071067811865476,10.0,2.8284271247461903,11.0,2.8284271247461903,22.0,11.0,5.5,1.0,0.0,0.0,0.0,0,13.078947368421053,14.0,14.0,3.163372442150344,2.8284271247461903,2.357022603955158,12.052631578947368,13.5,14.333333333333334,3.5727500523109765,1.2727922061357855,0.942809041582064,12.5,13.9,14.333333333333334,2.344617221829079,1.2727922061357855,0.9428090415820635,1.8421052631578947,0.2,0.0,0.9210526315789473,0.1,0.0,-1.0263157894736843,-0.5,0.3333333333333333,0.8947368421052632,0.8,0.8333333333333334,0.02631578947368421,0.1,0.16666666666666666,0.07894736842105263,0.1,0.0,0.0,0.0,0.0,1,-0.9210526315789469,-2.280701754385966,-1.833333333333334,-1.8421052631578947,0.0,-0.2,-0.5033555147723355,56.48672931085841,Lower,-0.6890705015035199,-0.525702444943892,-0.5592236049263349,-0.8744943151285592,-0.15983634931126944,-0.21180587282043756
2019,21,2019_R21,alfa,Alfa Romeo,2019_R21_alfa,21,1.0,late,2014_2021_hybrid,2,14.5,2.1213203435596424,16.5,0.7071067811865476,17.5,0.7071067811865476,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,12.65,12.1,11.166666666666666,3.0405591591021546,1.838477631085024,2.1213203435596424,11.95,13.3,13.666666666666666,3.5355339059327378,1.5556349186104046,1.4142135623730958,12.425,13.7,14.0,2.368807716974934,1.5556349186104046,1.4142135623730951,2.85,4.4,7.333333333333333,1.425,2.2,3.6666666666666665,-0.7,1.2,2.5,0.9,0.9,0.8333333333333334,0.025,0.1,0.16666666666666666,0.075,0.0,0.0,0.0,0.0,0.0,1,1.4833333333333343,-1.7166666666666668,-1.5749999999999993,4.4833333333333325,0.9333333333333336,2.9333333333333327,-0.2360572890685955,61.47565015900213,Midfield,-0.24499753871597066,-0.48532247662945893,-0.5204823068885687,-0.48685408561859533,0.5331185462614584,-0.21180587282043756
2020,1,2020_R1,alfa,Alfa Romeo,2020_R1_alfa,17,0.058823529411764705,early,2014_2021_hybrid,2,11.5,3.5355339059327378,18.5,0.7071067811865476,18.5,0.7071067811865476,2.0,1.0,7.0,0.5,0.5,0.0,0.0,0,12.738095238095237,12.2,10.5,2.9967858821715585,1.9798989873223332,1.6499158227686106,12.166666666666666,13.9,14.333333333333334,3.4008468999924424,1.2727922061357857,1.4142135623730958,12.666666666666666,14.3,15.0,2.289679100985011,1.2727922061357857,1.4142135623730951,2.7142857142857144,4.4,7.333333333333333,1.3571428571428572,2.2,3.6666666666666665,-0.5714285714285714,1.7,3.8333333333333335,0.9047619047619048,0.9,1.0,0.023809523809523808,0.1,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,1,2.2380952380952372,-2.166666666666668,-2.333333333333334,4.619047619047619,1.6999999999999993,2.9333333333333327,-0.2795132991112526,60.66457633347197,Lower,-0.2683697999153153,-0.6064623815727584,-0.6367062010018671,-0.48685408561859533,0.5331185462614584,-0.21180587282043756
2020,2,2020_R2,alfa,Alfa Romeo,2020_R2_alfa,17,0.11764705882352941,early,2014_2021_hybrid,2,12.5,2.1213203435596424,17.5,2.1213203435596424,17.5,2.1213203435596424,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0,12.681818181818182,11.9,10.166666666666666,3.0212744287061573,2.4041630560342613,2.1213203435596424,12.454545454545455,15.2,15.0,3.2784041673194477,1.131370849898476,1.4142135623730956,12.931818181818182,15.6,15.666666666666666,2.2177439955396263,1.131370849898476,1.414213562373095,2.6818181818181817,4.8,8.0,1.3409090909090908,2.4,4.0,-0.22727272727272727,3.3,4.833333333333333,0.8863636363636364,0.8,0.8333333333333334,0.045454545454545456,0.2,0.16666666666666666,0.06818181818181818,0.0,0.0,0.0,0.0,0.0,1,2.5151515151515156,-2.545454545454545,-2.7348484848484844,5.318181818181818,1.7333333333333343,3.2,-0.613844675798286,54.42453201237271,Lower,-0.19825301631728146,-0.8689321756165741,-0.8885246382473464,-0.44993596852240836,-0.15983634931126944,-1.1175859067748366
2020,3,2020_R3,alfa,Alfa Romeo,2020_R3_alfa,17,0.17647058823529413,early,2014_2021_hybrid,2,16.0,1.4142135623730951,19.5,0.7071067811865476,19.5,0.7071067811865476,0.0,0.0,3.5,1.0,0.0,0.0,0.0,0,12.673913043478262,11.1,12.833333333333334,2.9821459902215266,2.1213203435596424,2.5927248643506737,12.673913043478262,15.8,17.5,3.2280961749820647,1.4142135623730951,1.17851130197758,13.130434782608695,16.2,17.833333333333332,2.213551662844844,1.4142135623730951,1.1785113019775793,2.5652173913043477,4.8,0.6666666666666666,1.2826086956521738,2.4,0.3333333333333333,0.0,4.7,4.666666666666667,0.8913043478260869,0.9,0.8333333333333334,0.043478260869565216,0.1,0.16666666666666666,0.06521739130434782,0.0,0.0,0.0,0.0,0.0,1,-0.15942028985507228,-4.826086956521738,-4.702898550724637,-1.8985507246376812,-1.7333333333333343,-4.133333333333333,-0.35578647245407174,59.24099477529949,Lower,-0.011274926722523745,-0.990072080559874,-1.0047485323606444,-0.44993596852240836,0.5331185462614584,-0.21180587282043756
